,filename,year,month,day,hour,minute,second,persons,cars,buss,trucks,bicycles
167,loc01-2022_11_12_09_16_28.jpg,2022,11,12,9,16,28,9,4,0,7,0
168,loc01-2022_11_12_09_16_59.jpg,2022,11,12,9,16,59,6,5,0,2,0
169,loc01-2022_11_12_09_17_30.jpg,2022,11,12,9,17,30,7,2,0,2,0
170,loc01-2022_11_12_09_18_01.jpg,2022,11,12,9,18,1,9,4,0,4,0
171,loc01-2022_11_12_09_18_32.jpg,2022,11,12,9,18,32,9,2,0,1,0
172,loc01-2022_11_12_09_19_03.jpg,2022,11,12,9,19,3,10,6,2,3,0
173,loc01-2022_11_12_09_19_34.jpg,2022,11,12,9,19,34,3,3,0,4,0
174,loc01-2022_11_12_09_20_05.jpg,2022,11,12,9,20,5,6,3,0,3,0
175,loc01-2022_11_12_09_20_36.jpg,2022,11,12,9,20,36,8,5,0,2,2
176,loc01-2022_11_12_09_21_06.jpg,2022,11,12,9,21,6,11,1,0,3,0
177,loc01-2022_11_12_09_21_37.jpg,2022,11,12,9,21,37,4,2,0,4,0
178,loc01-2022_11_12_09_22_08.jpg,2022,11,12,9,22,8,5,4,0,3,0
179,loc01-2022_11_12_09_22_39.jpg,2022,11,12,9,22,39,3,2,0,2,0
180,loc01-2022_11_12_09_23_10.jpg,2022,11,12,9,23,10,11,5,0,4,0
181,loc01-2022_11_12_09_23_41.jpg,2022,11,12,9,23,41,13,6,0,4,0
182,loc01-2022_11_12_09_24_12.jpg,2022,11,12,9,24,12,14,3,0,3,0
183,loc01-2022_11_12_09_24_43.jpg,2022,11,12,9,24,43,10,7,0,6,1
184,loc01-2022_11_12_09_25_14.jpg,2022,11,12,9,25,14,10,5,0,4,1
185,loc01-2022_11_12_09_25_45.jpg,2022,11,12,9,25,45,3,5,0,3,0
186,loc01-2022_11_12_09_26_15.jpg,2022,11,12,9,26,15,5,4,0,3,1
187,loc01-2022_11_12_09_26_46.jpg,2022,11,12,9,26,46,6,2,0,3,0
188,loc01-2022_11_12_09_27_17.jpg,2022,11,12,9,27,17,2,1,0,4,0
